timestamp,raspberry_id,codigobarras,filial_id,mac_address
2025-01-06 15:58:35,1,1047000084141,1,D8:3A:DD:A0:52:A6
2025-01-06 15:58:35,1,1047000084141,1,D8:3A:DD:A0:52:A6
2025-01-06 15:58:36,1,1047000084141,1,D8:3A:DD:A0:52:A6
2025-01-06 15:58:36,1,1047000084141,1,D8:3A:DD:A0:52:A6
2025-01-06 15:58:36,1,1047000084141,1,D8:3A:DD:A0:52:A6
2025-01-06 15:58:36,1,1047000084141,1,D8:3A:DD:A0:52:A6
2025-01-06 15:58:36,1,1047000084141,1,D8:3A:DD:A0:52:A6
2025-01-06 15:58:37,1,1035000079632,1,D8:3A:DD:A0:52:A6
2025-01-06 15:58:37,1,1035000079632,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:05,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:05,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:06,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:06,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:06,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:06,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:07,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:07,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:07,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:07,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:07,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:08,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:08,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:08,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:08,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:08,1,1010000056289,1,D8:3A:DD:A0:52:A6

V

2025-01-06 15:59:08,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:09,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:09,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:09,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:10,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:10,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:10,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:10,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:10,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:10,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:06,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:11,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:11,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:11,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:11,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:12,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:12,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:12,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:12,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:12,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:13,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:13,1,1010000056289,1,D8:3A:DD:A0:52:A6

2025-01-06 15:59:13,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 15:59:13,1,1010000056289,1,D8:3A:DD:A0:52:A6
2025-01-06 16:02:15,1,1042000012026,1,D8:3A:DD:A0:52:A6
2025-01-06 16:02:14,1,1042000012026,1,D8:3A:DD:A0:52:A6
2025-01-06 16:02:14,1,1042000012026,1,D8:3A:DD:A0:52:A6
2025-01-06 16:02:13,1,1042000012026,1,D8:3A:DD:A0:52:A6
2025-01-06 16:02:14,1,1042000012026,1,D8:3A:DD:A0:52:A6
2025-01-06 16:02:24,1,1042000011975,1,D8:3A:DD:A0:52:A6
2025-01-06 16:02:24,1,1042000011975,1,D8:3A:DD:A0:52:A6
2025-01-06 16:02:24,1,1042000011975,1,D8:3A:DD:A0:52:A6
2025-01-06 16:03:39,1,1042000011982,1,D8:3A:DD:A0:52:A6
2025-01-06 16:03:39,1,1042000011982,1,D8:3A:DD:A0:52:A6
2025-01-06 16:03:39,1,1042000011982,1,D8:3A:DD:A0:52:A6
2025-01-06 16:03:51,1,1047000084066,1,D8:3A:DD:A0:52:A6
2025-01-06 16:03:51,1,1047000084066,1,D8:3A:DD:A0:52:A6
2025-01-06 16:03:51,1,1047000084066,1,D8:3A:DD:A0:52:A6
2025-01-06 16:05:55,1,1035000079489,1,D8:3A:DD:A0:52:A6
2025-01-06 16:05:55,1,1035000079489,1,D8:3A:DD:A0:52:A6
2025-01-06 16:13:24,1,1010000056159,1,D8:3A:DD:A0:52:A6
2025-01-06 16:13:25,1,1010000056159,1,D8:3A:DD:A0:52:A6
2025-01-06 16:13:25,1,1010000056159,1,D8:3A:DD:A0:52:A6
2025-01-06 16:13:27,1,1010000056159,1,D8:3A:DD:A0:52:A6
2025-01-06 16:13:28,1,1010000056159,1,D8:3A:DD:A0:52:A6
2025-01-06 16:13:28,1,1010000056159,1,D8:3A:DD:A0:52:A6
2025-01-06 16:13:29,1,1010000056159,1,D8:3A:DD:A0:52:A6
2025-01-06 16:13:29,1,1010000056159,1,D8:3A:DD:A0:52:A6
2025-01-06 16:13:29,1,1010000056159,1,D8:3A:DD:A0:52:A6
2025-01-06 16:13:30,1,1010000056159,1,D8:3A:DD:A0:52:A6
2025-01-06 16:13:30,1,1010000056159,1,D8:3A:DD:A0:52:A6
2025-01-06 16:13:31,1,1010000056159,1,D8:3A:DD:A0:52:A6
