timestamp,raspberry_id,codigobarras,filial_id
2024-08-20 14:04:46,1,7891021001885,1
2024-08-20 14:05:13,1,7891021001885,1
2024-08-20 14:05:40,1,[A,1
2024-08-20 14:05:45,1,7891021001885,1
2024-08-20 19:31:32,1,7891021001885,1
